NIST Atomic Spectra Database Lines Data
Cd : 353 Lines of Data Found  Example of how to reference these results:
Ralchenko, Yu., Kramida, A.E., Reader, J., and NIST ASD Team (2011). NIST Atomic 
Spectra Database (ver. 4.1.0), [Online]. Available: http://physics.nist.gov/asd 
[2012, June 26]. National Institute of Standards and Technology, Gaithersburg, 
MD.  
Wavelength in: vacuum 
Highest relative intensity: 2000 

Query NIST Bibliographic Databases for 
Cd (new window) 
Cd Energy Levels  
Cd Line Wavelengths and Classification  
Cd Transition Probabilities  

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed  |       Ritz    |  Rel. |    Aki    | Acc. |          Ei           Ek          |     Configurations       |    Terms   |  Ji   Jk    | gi   gk |Type|    TP  |      Line  |
          |    Wavelength |    Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |                          |            |             |         |    |   Ref. |      Ref.  |
          |     Vac (nm)  |     Vac (nm)  |  (?)  |           |      |                                   |                          |            |             |         |    |        |            |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Cd IV     |    124.994    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd II     |    125.600    |               |   100 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd IV     |    126.647    |               |    30 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd IV     |    127.441    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    128.563    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    128.758    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd II     |    129.643    |               |   150 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd IV     |    129.946    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd IV     |    130.436    |               |    40 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    130.607    |               |    30 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    131.689    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    132.185    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    132.555    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd II     |    132.650    |               |   100 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd IV     |    134.097    |               |    30 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    134.615    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    135.478    |               |    30 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    135.811    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd IV     |    136.255    |               |    30 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    137.048    |               |    60 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd II     |    137.091    |               |   150 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd IV     |    138.098    |               |    30 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd III    |    138.360    |               |     5 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    139.210    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    139.678    |               |    10 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd IV     |    139.765    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    140.368    |               |    30 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    140.658    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    141.628    |               |    25 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd IV     |    141.889    |               |    60 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd III    |    142.029    |               |     5 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    142.054    |               |     8 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd IV     |    142.983    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    143.286    |               |     5 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    144.608    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd IV     |    144.754    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd III    |    144.755    |               |    25 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd IV     |    145.263    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    145.574    |               |    30 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd IV     |    146.597    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd III    |    146.614    |               |     8 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd IV     |    146.667    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd III    |    147.197    |               |     5 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd IV     |    148.295    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd IV     |    149.179    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3283  |
Cd III    |    149.181    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    151.101    |               |     5 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    151.165    |               |    10 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    151.313    |               |     5 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd II     |    151.426    |               |   200 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    152.355    |               |    10 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    152.840    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    152.930    |               |    30 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    153.210    |               |     5 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    154.517    |               |    50 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    154.757    |               |    25 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    155.007    |               |    10 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    155.045    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    155.089    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    155.218    |               |     5 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
